slug	index	role	product	variation	description	features	prompt	image_path	old_src	new_src
art-aprons-craft	2	product variation	Art aprons	Art aprons	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Art aprons, variation 2: Art aprons. Show the real Art aprons object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/art-aprons-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
art-aprons-craft	3	product variation	Art aprons	Art aprons	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Art aprons, variation 3: Art aprons. Show the real Art aprons object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/art-aprons-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
art-aprons-craft	4	product variation	Art aprons	Art aprons	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Art aprons, variation 4: Art aprons. Show the real Art aprons object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/art-aprons-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
art-aprons-craft	5	product variation	Art aprons	Art aprons	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Art aprons, variation 5: Art aprons. Show the real Art aprons object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/art-aprons-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
art-aprons-craft	6	about presentation	Art aprons	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Art aprons, role about presentation number 6. Feature Art aprons as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/art-aprons-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
art-markers-craft	1	product variation	Art markers	Art markers	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Art markers, variation 1: Art markers. Show the real Art markers object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/art-markers-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
art-markers-craft	2	product variation	Art markers	Art markers	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Art markers, variation 2: Art markers. Show the real Art markers object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/art-markers-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
art-markers-craft	3	product variation	Art markers	Art markers	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Art markers, variation 3: Art markers. Show the real Art markers object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/art-markers-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
art-markers-craft	4	product variation	Art markers	Art markers	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Art markers, variation 4: Art markers. Show the real Art markers object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/art-markers-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
art-markers-craft	5	product variation	Art markers	Art markers	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Art markers, variation 5: Art markers. Show the real Art markers object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/art-markers-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
art-markers-craft	6	about presentation	Art markers	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Art markers, role about presentation number 6. Feature Art markers as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/art-markers-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
attendance-registers-craft	1	product variation	Attendance registers	Attendance registers	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Attendance registers, variation 1: Attendance registers. Show the real Attendance registers object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/attendance-registers-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
attendance-registers-craft	2	product variation	Attendance registers	Attendance registers	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Attendance registers, variation 2: Attendance registers. Show the real Attendance registers object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/attendance-registers-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
attendance-registers-craft	3	product variation	Attendance registers	Attendance registers	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Attendance registers, variation 3: Attendance registers. Show the real Attendance registers object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/attendance-registers-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
attendance-registers-craft	4	product variation	Attendance registers	Attendance registers	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Attendance registers, variation 4: Attendance registers. Show the real Attendance registers object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/attendance-registers-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
attendance-registers-craft	5	product variation	Attendance registers	Attendance registers	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Attendance registers, variation 5: Attendance registers. Show the real Attendance registers object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/attendance-registers-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
attendance-registers-craft	6	about presentation	Attendance registers	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Attendance registers, role about presentation number 6. Feature Attendance registers as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/attendance-registers-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
binder-clips-craft	1	product variation	Binder clips	Binder clips	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Binder clips, variation 1: Binder clips. Show the real Binder clips object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/binder-clips-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
binder-clips-craft	2	product variation	Binder clips	Binder clips	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Binder clips, variation 2: Binder clips. Show the real Binder clips object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/binder-clips-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
binder-clips-craft	3	product variation	Binder clips	Binder clips	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Binder clips, variation 3: Binder clips. Show the real Binder clips object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/binder-clips-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
binder-clips-craft	4	product variation	Binder clips	Binder clips	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Binder clips, variation 4: Binder clips. Show the real Binder clips object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/binder-clips-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
binder-clips-craft	5	product variation	Binder clips	Binder clips	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Binder clips, variation 5: Binder clips. Show the real Binder clips object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/binder-clips-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
binder-clips-craft	6	about presentation	Binder clips	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Binder clips, role about presentation number 6. Feature Binder clips as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/binder-clips-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
blank-paper-craft	1	product variation	Blank paper	Blank paper	The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow.	0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel	A distinct premium catalog photograph of Blank paper, variation 1: Blank paper. Show the real Blank paper object clearly and accurately, with a different physical presentation from every other asset: The reliable everyday choice for notes, lists, and long writing sessions, with a clean line and dependable flow. Product details: 0.7mm smooth ballpoint tip Quick-drying blue ink Balanced resin barrel. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/blank-paper-craft/image/unique-01.png	./image/item.png	./image/unique-01.png
blank-paper-craft	2	product variation	Blank paper	Blank paper	Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas.	24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip	A distinct premium catalog photograph of Blank paper, variation 2: Blank paper. Show the real Blank paper object clearly and accurately, with a different physical presentation from every other asset: Smooth-flowing gel ink brings bright, expressive color to notes, sketches, and everyday ideas. Product details: 24 signature ink colors Quick-drying gel ink Comfortable soft-touch grip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/blank-paper-craft/image/unique-02.png	./image/item.png	./image/unique-02.png
blank-paper-craft	3	product variation	Blank paper	Blank paper	Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish.	Silky liquid ink Ultra-smooth writing Premium roller tip	A distinct premium catalog photograph of Blank paper, variation 3: Blank paper. Show the real Blank paper object clearly and accurately, with a different physical presentation from every other asset: Liquid ink glides across the page with effortless flow, expressive line control, and a refined finish. Product details: Silky liquid ink Ultra-smooth writing Premium roller tip. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/blank-paper-craft/image/unique-03.png	./image/item.png	./image/unique-03.png
blank-paper-craft	4	product variation	Blank paper	Blank paper	A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience.	Refillable ink system Fine and medium nibs Polished metal nib	A distinct premium catalog photograph of Blank paper, variation 4: Blank paper. Show the real Blank paper object clearly and accurately, with a different physical presentation from every other asset: A smooth fountain nib and refillable reservoir turn every page into a more considered writing experience. Product details: Refillable ink system Fine and medium nibs Polished metal nib. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/blank-paper-craft/image/unique-04.png	./image/item.png	./image/unique-04.png
blank-paper-craft	5	product variation	Blank paper	Blank paper	Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work.	0.4mm precision tip Fade-resistant black ink Long-lasting fiber point	A distinct premium catalog photograph of Blank paper, variation 5: Blank paper. Show the real Blank paper object clearly and accurately, with a different physical presentation from every other asset: Precise fiber tips create clean, expressive lines for diagrams, journaling, lettering, and detail work. Product details: 0.4mm precision tip Fade-resistant black ink Long-lasting fiber point. Use a distinct angle, arrangement, and tasteful material/color variation while keeping the item recognizable. Single product focus, realistic proportions, soft studio lighting, warm off-white craft-paper background, subtle natural shadow, no text, no logos, no watermark, square composition.	projects/blank-paper-craft/image/unique-05.png	./image/item.png	./image/unique-05.png
blank-paper-craft	6	about presentation	Blank paper	about presentation 6			A distinct editorial presentation image for a stationery and craft product webpage about Blank paper, role about presentation number 6. Feature Blank paper as the clear subject in a unique composition, different from every other image in the repository, realistic product photography, soft studio lighting, warm off-white craft-paper background, no text, no logos, no watermark, square composition.	projects/blank-paper-craft/image/unique-06.png	./image/item.png	./image/unique-06.png
